_raw,host,index,source,sourcetype
"2012-05-30 23:28:40 UTC, fa=splunkvmwarefa,vc=vSphere_5.0_VC, vmoid=vm-1046,hmoid=5,meid=""vc-5C8BE324-4C40-495C-B425-10931F0FFB68:vm-1046"", moname=test_task7, AvgBRx_KBps=0.00, AvgBTx_KBps=0.00, AvgRvcd_KBps=0.00, AvgUsg_KBps=0.00, AvgXmit_KBps=0.00, SumBroadcastRx=0.00, SumBroadcastTx=0.00, SumDropRx=18.00, SumDropTx=0.00, SumMulticastRx=0.00, SumMulticastTx=0.00, SumPktsRx=0.00, SumPktsTx=0.00, perftype=net",10.160.14.203,vmware,VirtualMachinePerf,vmware:perf
"2012-05-30 23:28:40 UTC, fa=splunkvmwarefa,vc=vSphere_5.0_VC, vmoid=vm-1046,hmoid=5,meid=""vc-5C8BE324-4C40-495C-B425-10931F0FFB68:vm-1046"", moname=test_task7, AvgBRx_KBps=0.00, AvgBTx_KBps=0.00, AvgRvcd_KBps=0.00, AvgUsg_KBps=0.00, AvgXmit_KBps=0.00, SumPktsRx=0.00, SumPktsTx=0.00, instance=vmnic1, perftype=net",10.160.14.203,vmware,VirtualMachinePerf,vmware:perf
"2012-05-30 23:28:40 UTC, fa=splunkvmwarefa,vc=vSphere_5.0_VC, vmoid=vm-1046,hmoid=5,meid=""vc-5C8BE324-4C40-495C-B425-10931F0FFB68:vm-1046"", moname=test_task7, AvgUsg_mhz=1.00, SumCostop_ms=0.00, SumIdle_ms=19974.00, SumMaxLtd_ms=0.00, SumOverlap_ms=0.00, SumRdy_ms=6.00, SumRun_ms=13.00, SumSwpWait_ms=0.00, SumSys_ms=2.00, SumUsd_ms=11.00, SumWait_ms=19980.00, instance=0, perftype=cpu",10.160.14.203,vmware,VirtualMachinePerf,vmware:perf
"2012-05-30 23:28:40 UTC, fa=splunkvmwarefa,vc=vSphere_5.0_VC, vmoid=vm-1046,hmoid=5,meid=""vc-5C8BE324-4C40-495C-B425-10931F0FFB68:vm-1046"", moname=test_task7, MaxTotLat_ms=0.00, perfsubtype=dStore, perftype=disk",10.160.14.203,vmware,VirtualMachinePerf,vmware:perf
"2012-05-30 23:28:40 UTC, fa=splunkvmwarefa,vc=vSphere_5.0_VC, vmoid=vm-1046,hmoid=5,meid=""vc-5C8BE324-4C40-495C-B425-10931F0FFB68:vm-1046"", moname=test_task7, AvgRd_KBps=0.00, AvgUsg_KBps=0.00, AvgWr_KBps=0.00, MaxTotLat_ms=0.00, perfsubtype=disk, perftype=disk",10.160.14.203,vmware,VirtualMachinePerf,vmware:perf
"2012-05-30 23:28:40 UTC, fa=splunkvmwarefa,vc=vSphere_5.0_VC, vmoid=vm-1046,hmoid=5,meid=""vc-5C8BE324-4C40-495C-B425-10931F0FFB68:vm-1046"", moname=test_task7, SumHeartbeat=0.00, Uptime_sec=84245.00, perftype=sys",10.160.14.203,vmware,VirtualMachinePerf,vmware:perf
"2012-05-30 23:28:40 UTC, fa=splunkvmwarefa,vc=vSphere_5.0_VC, vmoid=vm-1046,hmoid=5,meid=""vc-5C8BE324-4C40-495C-B425-10931F0FFB68:vm-1046"", moname=test_task7, AvgRd=0.00, AvgRd_KBps=0.00, AvgTotRdLat_ms=0.00, AvgTotWrLat_ms=0.00, AvgWr=0.00, AvgWr_KBps=0.00, instance=4f35a682-011eb860-cf3b-842b2b64889f, perfsubtype=dStore, perftype=disk",10.160.14.203,vmware,VirtualMachinePerf,vmware:perf
"2012-05-30 23:28:40 UTC, fa=splunkvmwarefa,vc=vSphere_5.0_VC, vmoid=vm-1046,hmoid=5,meid=""vc-5C8BE324-4C40-495C-B425-10931F0FFB68:vm-1046"", moname=test_task7, AvgBRx_KBps=0.00, AvgBTx_KBps=0.00, AvgRvcd_KBps=0.00, AvgUsg_KBps=0.00, AvgXmit_KBps=0.00, SumPktsRx=0.00, SumPktsTx=0.00, instance=vmnic2, perftype=net",10.160.14.203,vmware,VirtualMachinePerf,vmware:perf
"2012-05-30 23:28:40 UTC, fa=splunkvmwarefa,vc=vSphere_5.0_VC, vmoid=vm-1045,hmoid=4,meid=""vc-5C8BE324-4C40-495C-B425-10931F0FFB68:vm-1045"", moname=new_test, ActAvg15m_pct=0.00, ActAvg1m_pct=0.00, ActAvg5m_pct=0.00, ActPk15m_pct=0.00, ActPk1m_pct=0.00, ActPk5m_pct=0.00, MaxLtd15_pct=0.00, MaxLtd1_pct=0.00, MaxLtd5_pct=0.00, RunAvg15m_pct=0.00, RunAvg1m_pct=0.00, RunAvg5m_pct=0.00, RunPk15m_pct=0.00, RunPk1m_pct=0.00, RunPk5m_pct=0.00, SmplCnt=160.00, SmplPrd_ms=6000.00, perftype=resCpu",10.160.14.203,vmware,VirtualMachinePerf,vmware:perf
"2012-05-30 23:28:40 UTC, fa=splunkvmwarefa,vc=vSphere_5.0_VC, vmoid=vm-1045,hmoid=4,meid=""vc-5C8BE324-4C40-495C-B425-10931F0FFB68:vm-1045"", moname=new_test, AvgBRx_KBps=0.00, AvgBTx_KBps=0.00, AvgRvcd_KBps=0.00, AvgUsg_KBps=0.00, AvgXmit_KBps=0.00, SumPktsRx=0.00, SumPktsTx=0.00, instance=vmnic0, perftype=net",10.160.14.203,vmware,VirtualMachinePerf,vmware:perf
