_raw,host,index,source,sourcetype
"2012-05-30 23:27:20 UTC, fa=splunkvmwarefa,vc=VCENTER41, vmoid=vm-1749,hmoid=768,meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:vm-1749"", moname=glouie-sol10x86-1, SumEnergy_j=0.00, perftype=power",esxi4102.splunk.com,vmware,VirtualMachinePerf,vmware:perf
"2012-05-30 23:27:20 UTC, fa=splunkvmwarefa,vc=VCENTER41, vmoid=vm-1749,hmoid=768,meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:vm-1749"", moname=glouie-sol10x86-1, AvgCmds=0.00, AvgRd=0.00, AvgRd_KBps=0.00, AvgWr=0.00, AvgWr_KBps=0.00, SumBusResets=0.00, SumCmds=0.00, SumCmdsAbort=0.00, SumRd=0.00, SumWr=0.00, instance=naa.60a9800064724939504a6958334c526b, perfsubtype=disk, perftype=disk",esxi4102.splunk.com,vmware,VirtualMachinePerf,vmware:perf
"2012-05-30 23:27:20 UTC, fa=splunkvmwarefa,vc=VCENTER41, vmoid=vm-1749,hmoid=768,meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:vm-1749"", moname=glouie-sol10x86-1, AvgRd=0.00, AvgRd_KBps=0.00, AvgTotRdLat_ms=0.00, AvgTotWrLat_ms=0.00, AvgWr=0.00, AvgWr_KBps=0.00, instance=scsi0:0, perftype=vDisk",esxi4102.splunk.com,vmware,VirtualMachinePerf,vmware:perf
"2012-05-30 23:27:20 UTC, fa=splunkvmwarefa,vc=VCENTER41, vmoid=vm-1749,hmoid=768,meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:vm-1749"", moname=glouie-sol10x86-1, AvgUsg_mhz=5.00, MaxUsg_mhz=5.00, MinUsg_mhz=5.00, SumRdy_ms=9.00, SumSwpWait_ms=0.00, SumSys_ms=0.00, SumUsd_ms=41.00, SumWait_ms=19896.00, instance=1, perftype=cpu",esxi4102.splunk.com,vmware,VirtualMachinePerf,vmware:perf
"2012-05-30 23:27:20 UTC, fa=splunkvmwarefa,vc=VCENTER41, vmoid=vm-1749,hmoid=768,meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:vm-1749"", moname=glouie-sol10x86-1, AvgRvcd_KBps=0.00, AvgUsg_KBps=0.00, AvgXmit_KBps=0.00, MaxUsg_KBps=0.00, MinUsg_KBps=0.00, perftype=net",esxi4102.splunk.com,vmware,VirtualMachinePerf,vmware:perf
"2012-05-30 23:27:20 UTC, fa=splunkvmwarefa,vc=VCENTER41, vmoid=vm-1749,hmoid=768,meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:vm-1749"", moname=glouie-sol10x86-1, AvgUsg_mhz=10.00, MaxUsg_mhz=10.00, MinUsg_mhz=10.00, SumRdy_ms=21.00, SumSwpWait_ms=0.00, SumSys_ms=0.00, SumUsd_ms=80.00, SumWait_ms=19838.00, instance=0, perftype=cpu",esxi4102.splunk.com,vmware,VirtualMachinePerf,vmware:perf
"2012-05-30 23:27:20 UTC, fa=splunkvmwarefa,vc=VCENTER41, vmoid=vm-1749,hmoid=768,meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:vm-1749"", moname=glouie-sol10x86-1, AvgRd_KBps=0.00, AvgUsg_KBps=0.00, AvgWr_KBps=0.00, MaxTotLat_ms=0.00, MaxUsg_KBps=0.00, MinUsg_KBps=0.00, perfsubtype=disk, perftype=disk",esxi4102.splunk.com,vmware,VirtualMachinePerf,vmware:perf
"2012-05-30 23:27:20 UTC, fa=splunkvmwarefa,vc=VCENTER41, vmoid=vm-1749,hmoid=768,meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:vm-1749"", moname=glouie-sol10x86-1, SumHeartbeat=0.00, Uptime_sec=6903433.00, perftype=sys",esxi4102.splunk.com,vmware,VirtualMachinePerf,vmware:perf
"2012-05-30 23:27:20 UTC, fa=splunkvmwarefa,vc=VCENTER41, vmoid=vm-1749,hmoid=768,meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:vm-1749"", moname=glouie-sol10x86-1, AvgCmds=0.00, AvgRd=0.00, AvgRd_KBps=0.00, AvgWr=0.00, AvgWr_KBps=0.00, SumBusResets=0.00, SumCmds=0.00, SumCmdsAbort=0.00, SumRd=0.00, SumWr=0.00, instance=naa.60a9800064724939504a6958332f4637, perfsubtype=disk, perftype=disk",esxi4102.splunk.com,vmware,VirtualMachinePerf,vmware:perf
"2012-05-30 23:27:20 UTC, fa=splunkvmwarefa,vc=VCENTER41, vmoid=vm-1672,hmoid=4000,meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:vm-1672"", moname=bamboo-30, ActAvg15m_pct=107.00, ActAvg1m_pct=95.00, ActAvg5m_pct=94.00, ActPk15m_pct=179.00, ActPk1m_pct=109.00, ActPk5m_pct=109.00, MaxLtd15_pct=0.00, MaxLtd1_pct=0.00, MaxLtd5_pct=0.00, RunAvg15m_pct=87.00, RunAvg1m_pct=91.00, RunAvg5m_pct=87.00, RunPk15m_pct=136.00, RunPk1m_pct=109.00, RunPk5m_pct=109.00, SmplCnt=160.00, SmplPrd_ms=6000.00, perftype=resCpu",esxi4102.splunk.com,vmware,VirtualMachinePerf,vmware:perf
