_raw,host,index,source,sourcetype
"2012-05-30 23:28:20 UTC, fa=splunkvmwarefa,vc=VCENTER41, vmoid=vm-168,hmoid=6080,meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:vm-168"", moname=TestCentOS, AvgRd=0.00, AvgRd_KBps=0.00, AvgTotRdLat_ms=0.00, AvgTotWrLat_ms=0.00, AvgWr=0.00, AvgWr_KBps=0.00, instance=4eb7f2fc-0a4c67a7-0c95-842b2b772db1, perfsubtype=dStore, perftype=disk",esxi4108.splunk.com,vmware,VirtualMachinePerf,vmware:perf
"2012-05-30 23:28:20 UTC, fa=splunkvmwarefa,vc=VCENTER41, vmoid=vm-168,hmoid=6080,meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:vm-168"", moname=TestCentOS, ActAvg15m_pct=4.00, ActAvg1m_pct=4.00, ActAvg5m_pct=4.00, ActPk15m_pct=4.00, ActPk1m_pct=4.00, ActPk5m_pct=4.00, MaxLtd15_pct=0.00, MaxLtd1_pct=0.00, MaxLtd5_pct=0.00, RunAvg15m_pct=4.00, RunAvg1m_pct=4.00, RunAvg5m_pct=4.00, RunPk15m_pct=4.00, RunPk1m_pct=4.00, RunPk5m_pct=4.00, SmplCnt=160.00, SmplPrd_ms=6000.00, perftype=resCpu",esxi4108.splunk.com,vmware,VirtualMachinePerf,vmware:perf
"2012-05-30 23:28:20 UTC, fa=splunkvmwarefa,vc=VCENTER41, vmoid=vm-168,hmoid=6080,meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:vm-168"", moname=TestCentOS, AvgActWr_KB=0.00, AvgAct_KB=0.00, AvgCmpd_KB=0.00, AvgCmpnRate_KBps=0.00, AvgConsum_KB=499352.00, AvgDecmpnRate_KBps=0.00, AvgGrtd_KB=3405064.00, AvgOvrhdMax_KB=138104.00, AvgOvrhd_KB=50396.00, AvgShrd_KB=3014956.00, AvgSwpIRate_KBps=0.00, AvgSwpIn_KB=0.00, AvgSwpORate_KBps=0.00, AvgSwpOut_KB=0.00, AvgSwpTarg_KB=180204.00, AvgSwpd_KB=230136.00, AvgUsg_pct=0.00, AvgVmctlTarg_KB=0.00, AvgVmctl_KB=0.00, AvgZero_KB=2731972.00, MaxAct_KB=0.00, MaxConsum_KB=499352.00, MaxGrtd_KB=3405064.00, MaxOvrhd_KB=50396.00, MaxShrd_KB=3014956.00, MaxSwpIn_KB=0.00, MaxSwpOut_KB=0.00, MaxSwpTarg_KB=180204.00, MaxSwpd_KB=230136.00, MaxUsg_pct=0.00, MaxVmctlTarg_KB=0.00, MaxVmctl_KB=0.00, MaxZero_KB=2731972.00, MinAct_KB=0.00, MinConsum_KB=499352.00, MinGrtd_KB=3405064.00, MinOvrhd_KB=50396.00, MinShrd_KB=3014956.00, MinSwpIn_KB=0.00, MinSwpOut_KB=0.00, MinSwpTarg_KB=180204.00, MinSwpd_KB=230136.00, MinUsg_pct=0.00, MinVmctlTarg_KB=0.00, MinVmctl_KB=0.00, MinZero_KB=2731972.00, ZipSaved_KB=0.00, Zipped_KB=0.00, perftype=mem",esxi4108.splunk.com,vmware,VirtualMachinePerf,vmware:perf
"2012-05-30 23:28:20 UTC, fa=splunkvmwarefa,vc=VCENTER41, vmoid=vm-168,hmoid=6080,meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:vm-168"", moname=TestCentOS, AvgUsg_mhz=33.00, MaxUsg_mhz=33.00, MinUsg_mhz=33.00, SumRdy_ms=530.00, SumSwpWait_ms=0.00, SumSys_ms=0.00, SumUsd_ms=254.00, SumWait_ms=18952.00, instance=1, perftype=cpu",esxi4108.splunk.com,vmware,VirtualMachinePerf,vmware:perf
"2012-05-30 23:28:20 UTC, fa=splunkvmwarefa,vc=VCENTER41, vmoid=vm-168,hmoid=6080,meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:vm-168"", moname=TestCentOS, AvgCmds=0.00, AvgRd=0.00, AvgRd_KBps=0.00, AvgWr=0.00, AvgWr_KBps=0.00, SumBusResets=0.00, SumCmds=0.00, SumCmdsAbort=0.00, SumRd=0.00, SumWr=0.00, instance=naa.60a9800064724939504a6743696d7739, perfsubtype=disk, perftype=disk",esxi4108.splunk.com,vmware,VirtualMachinePerf,vmware:perf
"2012-05-30 23:28:20 UTC, fa=splunkvmwarefa,vc=VCENTER41, vmoid=vm-168,hmoid=6080,meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:vm-168"", moname=TestCentOS, AvgCmds=0.00, AvgRd=0.00, AvgRd_KBps=0.00, AvgWr=0.00, AvgWr_KBps=0.00, SumBusResets=0.00, SumCmds=0.00, SumCmdsAbort=0.00, SumRd=0.00, SumWr=0.00, instance=naa.60a9800064724939504a6743696f7037, perfsubtype=disk, perftype=disk",esxi4108.splunk.com,vmware,VirtualMachinePerf,vmware:perf
"2012-05-30 23:28:20 UTC, fa=splunkvmwarefa,vc=VCENTER41, vmoid=vm-168,hmoid=6080,meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:vm-168"", moname=TestCentOS, AvgUsg_mhz=68.00, MaxUsg_mhz=68.00, MinUsg_mhz=68.00, SumRdy_ms=836.00, SumSwpWait_ms=0.00, SumSys_ms=0.00, SumUsd_ms=513.00, SumWait_ms=18119.00, instance=0, perftype=cpu",esxi4108.splunk.com,vmware,VirtualMachinePerf,vmware:perf
"2012-05-30 23:28:20 UTC, fa=splunkvmwarefa,vc=VCENTER41, vmoid=vm-168,hmoid=6080,meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:vm-168"", moname=TestCentOS, AvgCmds=0.00, AvgRd=0.00, AvgRd_KBps=0.00, AvgWr=0.00, AvgWr_KBps=0.00, SumBusResets=0.00, SumCmds=0.00, SumCmdsAbort=0.00, SumRd=0.00, SumWr=0.00, instance=naa.60a9800064724939504a6743696e5369, perfsubtype=disk, perftype=disk",esxi4108.splunk.com,vmware,VirtualMachinePerf,vmware:perf
"2012-05-30 23:28:20 UTC, fa=splunkvmwarefa,vc=VCENTER41, vmoid=vm-168,hmoid=6080,meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:vm-168"", moname=TestCentOS, SumHeartbeat=30.00, Uptime_sec=666887.00, perftype=sys",esxi4108.splunk.com,vmware,VirtualMachinePerf,vmware:perf
"2012-05-30 23:28:20 UTC, fa=splunkvmwarefa,vc=VCENTER41, vmoid=vm-168,hmoid=6080,meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:vm-168"", moname=TestCentOS, AvgRvcd_KBps=0.00, AvgXmit_KBps=0.00, SumPktsRx=9.00, SumPktsTx=0.00, instance=4000, perftype=net",esxi4108.splunk.com,vmware,VirtualMachinePerf,vmware:perf
